"Region","District","Village","Period","start","end"
"Amhara","Libo Kemkem","Estifanos","land preparation","03-10","07-07"
"Amhara","Libo Kemkem","Estifanos","planting","07-12","08-06"
"Amhara","Libo Kemkem","Estifanos","flowering","09-03","10-01"
"Amhara","Libo Kemkem","Estifanos","tasseling/seed filling","10-02","10-16"
"Amhara","Libo Kemkem","Estifanos","harvesting","10-21","12-10"
"Amhara","Libo Kemkem","Estifanos","land preparation","03-10","05-08"
"Amhara","Libo Kemkem","Estifanos","planting","05-09","06-12"
"Amhara","Libo Kemkem","Estifanos","flowering","08-22","09-05"
"Amhara","Libo Kemkem","Estifanos","tasseling/seed filling","09-12","09-27"
"Amhara","Libo Kemkem","Estifanos","harvesting","10-11","10-31"
"Amhara","Libo Kemkem","Estifanos","land preparation","03-10","05-08"
"Amhara","Libo Kemkem","Estifanos","planting","05-09","06-22"
"Amhara","Libo Kemkem","Estifanos","flowering","09-05","09-27"
"Amhara","Libo Kemkem","Estifanos","tasseling/seed filling","09-27","10-16"
"Amhara","Libo Kemkem","Estifanos","harvesting","11-15","12-10"
"Amhara","Libo Kemkem","Mitad","land preparation","03-10","06-02"
"Amhara","Libo Kemkem","Mitad","planting","06-08","07-12"
"Amhara","Libo Kemkem","Mitad","flowering","08-22","09-05"
"Amhara","Libo Kemkem","Mitad","tasseling/seed filling","09-16","11-11"
"Amhara","Libo Kemkem","Mitad","harvesting","11-11","12-10"
"Amhara","Libo Kemkem","Mitad","land preparation","12-11","05-11"
"Amhara","Libo Kemkem","Mitad","planting","06-08","07-07"
"Amhara","Libo Kemkem","Mitad","flowering","08-21","09-12"
"Amhara","Libo Kemkem","Mitad","tasseling/seed filling","09-26","11-10"
"Amhara","Libo Kemkem","Mitad","harvesting","11-12","12-09"
"Amhara","Libo Kemkem","Agela","land preparation","03-10","06-07"
"Amhara","Libo Kemkem","Agela","planting","07-03","07-22"
"Amhara","Libo Kemkem","Agela","flowering","08-21","09-16"
"Amhara","Libo Kemkem","Agela","tasseling/seed filling","09-26","10-21"
"Amhara","Libo Kemkem","Agela","harvesting","10-26","12-10"
"Amhara","Libo Kemkem","Agela","land preparation","02-18","05-08"
"Amhara","Libo Kemkem","Agela","planting","05-09","05-28"
"Amhara","Libo Kemkem","Agela","flowering","08-07","09-05"
"Amhara","Libo Kemkem","Agela","tasseling/seed filling","09-16","10-01"
"Amhara","Libo Kemkem","Agela","harvesting","10-24","11-10"
"Amhara","Libo Kemkem","shamo","land preparation","01-10","06-23"
"Amhara","Libo Kemkem","shamo","planting","07-08","07-23"
"Amhara","Libo Kemkem","shamo","flowering","09-12","09-27"
"Amhara","Libo Kemkem","shamo","tasseling/seed filling","10-12","10-27"
"Amhara","Libo Kemkem","shamo","harvesting","11-11","12-26"
"Amhara","Libo Kemkem","shamo","land preparation","03-10","05-08"
"Amhara","Libo Kemkem","shamo","planting","05-09","05-24"
"Amhara","Libo Kemkem","shamo","flowering","08-07","08-22"
"Amhara","Libo Kemkem","shamo","tasseling/seed filling","08-27","09-27"
"Amhara","Libo Kemkem","shamo","harvesting","10-27","11-10"
"Amhara","Libo Kemkem","Yifag Akababi","land preparation","03-10","06-07"
"Amhara","Libo Kemkem","Yifag Akababi","planting","06-03","06-12"
"Amhara","Libo Kemkem","Yifag Akababi","flowering","08-06","08-16"
"Amhara","Libo Kemkem","Yifag Akababi","tasseling/seed filling","08-21","09-27"
"Amhara","Libo Kemkem","Yifag Akababi","harvesting","10-17","11-10"
"Amhara","Libo Kemkem","Yifag Akababi","land preparation","03-10","06-17"
"Amhara","Libo Kemkem","Yifag Akababi","planting","06-20","08-07"
"Amhara","Libo Kemkem","Yifag Akababi","flowering","09-21","10-11"
"Amhara","Libo Kemkem","Yifag Akababi","tasseling/seed filling","10-12","11-10"
"Amhara","Libo Kemkem","Yifag Akababi","harvesting","11-11","12-10"
"Amhara","Libo Kemkem","Yifag Akababi","land preparation","05-09","06-07"
"Amhara","Libo Kemkem","Yifag Akababi","planting","06-08","06-23"
"Amhara","Libo Kemkem","Yifag Akababi","flowering","09-27","10-11"
"Amhara","Libo Kemkem","Yifag Akababi","tasseling/seed filling","10-12","11-10"
"Amhara","Libo Kemkem","Yifag Akababi","harvesting","11-11","12-10"
"Amhara","Libo Kemkem","Bilb Wuha","land preparation","12-25","06-06"
"Amhara","Libo Kemkem","Bilb Wuha","planting","06-22","07-07"
"Amhara","Libo Kemkem","Bilb Wuha","flowering","08-11","09-05"
"Amhara","Libo Kemkem","Bilb Wuha","tasseling/seed filling","09-16","10-16"
"Amhara","Libo Kemkem","Bilb Wuha","harvesting","11-10","11-15"
"Amhara","Libo Kemkem","Bilb Wuha","land preparation","12-25","05-28"
"Amhara","Libo Kemkem","Bilb Wuha","planting","06-08","06-22"
"Amhara","Libo Kemkem","Bilb Wuha","flowering","08-21","09-27"
"Amhara","Libo Kemkem","Bilb Wuha","tasseling/seed filling","09-29","10-27"
"Amhara","Libo Kemkem","Bilb Wuha","harvesting","11-15","12-10"
"Amhara","Libo Kemkem","Michel Debre","land preparation","03-10","06-07"
"Amhara","Libo Kemkem","Michel Debre","planting","06-23","07-07"
"Amhara","Libo Kemkem","Michel Debre","flowering","09-12","09-26"
"Amhara","Libo Kemkem","Michel Debre","tasseling/seed filling","10-01","10-11"
"Amhara","Libo Kemkem","Michel Debre","harvesting","11-04","12-10"
"Amhara","Libo Kemkem","Michel Debre","land preparation","12-11","05-08"
"Amhara","Libo Kemkem","Michel Debre","planting","07-14","06-30"
"Amhara","Libo Kemkem","Michel Debre","flowering","08-30","09-21"
"Amhara","Libo Kemkem","Michel Debre","tasseling/seed filling","10-01","10-21"
"Amhara","Libo Kemkem","Michel Debre","harvesting","11-10","12-10"
"Tigray","Endamekoni","Tahtay haya","land preparation","01-10","07-08"
"Tigray","Endamekoni","Tahtay haya","planting","08-01","08-12"
"Tigray","Endamekoni","Tahtay haya","flowering","09-03","09-25"
"Tigray","Endamekoni","Tahtay haya","tasseling/seed filling","09-28","10-25"
"Tigray","Endamekoni","Tahtay haya","harvesting","11-10","12-09"
"Tigray","Endamekoni","Tahtay haya","land preparation","01-10","07-05"
"Tigray","Endamekoni","Tahtay haya","planting","07-17","07-29"
"Tigray","Endamekoni","Tahtay haya","flowering","09-02","09-27"
"Tigray","Endamekoni","Tahtay haya","tasseling/seed filling","10-02","10-15"
"Tigray","Endamekoni","Tahtay haya","harvesting","11-14","12-02"
"Tigray","Alamata","Tao","land preparation","03-08","07-23"
"Tigray","Alamata","Tao","planting","07-25","08-24"
"Tigray","Alamata","Tao","flowering","09-15","09-25"
"Tigray","Alamata","Tao","tasseling/seed filling","10-08","10-23"
"Tigray","Alamata","Tao","harvesting","11-08","12-08"
"Tigray","Alamata","Tao","land preparation","01-21","04-08"
"Tigray","Alamata","Tao","planting","04-10","06-08"
"Tigray","Alamata","Tao","flowering","08-21","09-12"
"Tigray","Alamata","Tao","tasseling/seed filling","09-24","11-08"
"Tigray","Alamata","Tao","harvesting","11-15","01-08"
"Tigray","Ofla","Dinkashena","land preparation","01-11","04-16"
"Tigray","Ofla","Dinkashena","planting","05-08","06-22"
"Tigray","Ofla","Dinkashena","flowering","09-16","10-11"
"Tigray","Ofla","Dinkashena","tasseling/seed filling","10-26","11-16"
"Tigray","Ofla","Dinkashena","harvesting","11-23","12-08"
"Tigray","Ofla","Dinkashena","land preparation","01-11","05-07"
"Tigray","Ofla","Dinkashena","planting","06-28","07-06"
"Tigray","Ofla","Dinkashena","flowering","08-22","09-12"
"Tigray","Ofla","Dinkashena","tasseling/seed filling","09-17","09-26"
"Tigray","Ofla","Dinkashena","harvesting","10-01","10-31"
"Tigray","Ofla","Darubekeda","land preparation","12-14","04-07"
"Tigray","Ofla","Darubekeda","planting","04-22","06-07"
"Tigray","Ofla","Darubekeda","flowering","08-27","09-09"
"Tigray","Ofla","Darubekeda","tasseling/seed filling","10-11","11-11"
"Tigray","Ofla","Darubekeda","harvesting","11-14","12-10"
"Tigray","Ofla","Darubekeda","land preparation","12-14","05-07"
"Tigray","Ofla","Darubekeda","planting","06-28","07-16"
"Tigray","Ofla","Darubekeda","flowering","08-22","09-07"
"Tigray","Ofla","Darubekeda","tasseling/seed filling","09-09","09-17"
"Tigray","Ofla","Darubekeda","harvesting","10-05","11-15"
"Amhara","Libo Kemkem","Wusha Tires","land preparation","04-23","07-07"
"Amhara","Libo Kemkem","Wusha Tires","planting","07-12","08-06"
"Amhara","Libo Kemkem","Wusha Tires","flowering","09-26","10-26"
"Amhara","Libo Kemkem","Wusha Tires","tasseling/seed filling","10-27","11-10"
"Amhara","Libo Kemkem","Wusha Tires","harvesting","11-23","12-26"
"Amhara","Libo Kemkem","Wusha Tires","land preparation","03-10","06-07"
"Amhara","Libo Kemkem","Wusha Tires","planting","06-08","06-22"
"Amhara","Libo Kemkem","Wusha Tires","flowering","09-06","09-26"
"Amhara","Libo Kemkem","Wusha Tires","tasseling/seed filling","09-28","10-10"
"Amhara","Libo Kemkem","Wusha Tires","land preparation","03-10","05-09"
"Amhara","Libo Kemkem","Wusha Tires","planting","05-18","06-07"
"Amhara","Libo Kemkem","Wusha Tires","flowering","09-01","09-26"
"Amhara","Libo Kemkem","Wusha Tires","tasseling/seed filling","09-30","10-16"
"Amhara","Libo Kemkem","Wusha Tires","harvesting","10-31","12-10"
"Amhara","Libo Kemkem","Asta","land preparation","12-11","05-24"
"Amhara","Libo Kemkem","Asta","planting","06-08","06-30"
"Amhara","Libo Kemkem","Asta","flowering","09-05","09-27"
"Amhara","Libo Kemkem","Asta","tasseling/seed filling","09-28","10-21"
"Amhara","Libo Kemkem","Asta","harvesting","10-31","11-26"
"Amhara","Libo Kemkem","Asta","land preparation","12-11","05-08"
"Amhara","Libo Kemkem","Asta","planting","05-09","10-16"
"Amhara","Libo Kemkem","Asta","flowering","08-22","09-26"
"Amhara","Libo Kemkem","Asta","tasseling/seed filling","09-27","10-16"
"Amhara","Libo Kemkem","Asta","harvesting","11-11","12-10"
"Tigray","Kolatemben","Santagelebeda","land preparation","05-08","06-28"
"Tigray","Kolatemben","Santagelebeda","planting","01-29","07-24"
"Tigray","Kolatemben","Santagelebeda","flowering","08-24","09-09"
"Tigray","Kolatemben","Santagelebeda","tasseling/seed filling","09-10","09-23"
"Tigray","Kolatemben","Santagelebeda","harvesting","10-09","10-28"
"Tigray","Kolatemben","Santagelebeda","land preparation","03-09","05-08"
"Tigray","Kolatemben","Santagelebeda","planting","05-09","06-14"
"Tigray","Kolatemben","Santagelebeda","flowering","07-09","08-03"
"Tigray","Kolatemben","Santagelebeda","tasseling/seed filling","08-24","09-09"
"Tigray","Kolatemben","Santagelebeda","harvesting","09-23","11-09"
"Tigray","Kolatemben","Mtsai werki","land preparation","05-09","06-09"
"Tigray","Kolatemben","Mtsai werki","planting","06-02","07-20"
"Tigray","Kolatemben","Mtsai werki","flowering","08-23","09-08"
"Tigray","Kolatemben","Mtsai werki","tasseling/seed filling","09-24","10-08"
"Tigray","Kolatemben","Mtsai werki","harvesting","10-09","11-08"
"Tigray","Kolatemben","Mtsai werki","land preparation","03-09","04-08"
"Tigray","Kolatemben","Mtsai werki","planting","05-08","06-08"
"Tigray","Kolatemben","Mtsai werki","flowering","08-08","08-23"
"Tigray","Kolatemben","Mtsai werki","tasseling/seed filling","09-09","10-08"
"Tigray","Kolatemben","Mtsai werki","harvesting","10-09","11-08"
"Tigray","Kolatemben","Mtsai werki","land preparation","03-09","04-08"
"Tigray","Kolatemben","Mtsai werki","planting","05-09","06-08"
"Tigray","Kolatemben","Mtsai werki","flowering","08-04","09-08"
"Tigray","Kolatemben","Mtsai werki","tasseling/seed filling","09-09","09-24"
"Tigray","Kolatemben","Mtsai werki","harvesting","11-09","12-08"
"Tigray","Kolatemben","Guroro","land preparation","04-09","05-03"
"Tigray","Kolatemben","Guroro","planting","05-23","06-18"
"Tigray","Kolatemben","Guroro","flowering","08-23","08-08"
"Tigray","Kolatemben","Guroro","tasseling/seed filling","09-09","09-25"
"Tigray","Kolatemben","Guroro","harvesting","10-13","10-28"
"Tigray","Kolatemben","Guroro","land preparation","04-09","05-03"
"Tigray","Kolatemben","Guroro","planting","05-23","06-18"
"Tigray","Kolatemben","Guroro","flowering","09-09","09-25"
"Tigray","Kolatemben","Guroro","tasseling/seed filling","09-08","10-23"
"Tigray","Kolatemben","Guroro","harvesting","11-09","11-28"
"Tigray","Kolatemben","Debrinetseb","land preparation","01-14","03-08"
"Tigray","Kolatemben","Debrinetseb","planting","05-09","05-21"
"Tigray","Kolatemben","Debrinetseb","flowering","08-24","09-08"
"Tigray","Kolatemben","Debrinetseb","tasseling/seed filling","09-09","10-09"
"Tigray","Kolatemben","Debrinetseb","harvesting","10-23","11-08"
"Tigray","Kolatemben","Debrinetseb","land preparation","01-14","03-08"
"Tigray","Kolatemben","Debrinetseb","planting","05-09","05-21"
"Tigray","Kolatemben","Debrinetseb","flowering","09-08","09-24"
"Tigray","Kolatemben","Debrinetseb","tasseling/seed filling","10-18","11-08"
"Tigray","Kolatemben","Debrinetseb","harvesting","11-14","12-08"
"Tigray","Kolatemben","AwetBikalsi","land preparation","05-09","07-05"
"Tigray","Kolatemben","AwetBikalsi","planting","07-09","07-23"
"Tigray","Kolatemben","AwetBikalsi","flowering","08-24","09-09"
"Tigray","Kolatemben","AwetBikalsi","tasseling/seed filling","09-14","09-24"
"Tigray","Kolatemben","AwetBikalsi","harvesting","10-09","10-24"
"Tigray","Kolatemben","AwetBikalsi","land preparation","03-09","04-23"
"Tigray","Kolatemben","AwetBikalsi","planting","05-09","06-29"
"Tigray","Kolatemben","AwetBikalsi","flowering","08-09","08-24"
"Tigray","Kolatemben","AwetBikalsi","tasseling/seed filling","09-09","09-25"
"Tigray","Kolatemben","AwetBikalsi","harvesting","10-09","10-23"
"Tigray","Kolatemben","AwetBikalsi","land preparation","03-09","04-23"
"Tigray","Kolatemben","AwetBikalsi","planting","05-09","06-29"
"Tigray","Kolatemben","AwetBikalsi","flowering","08-09","08-24"
"Tigray","Kolatemben","AwetBikalsi","tasseling/seed filling","09-09","09-25"
"Tigray","Kolatemben","AwetBikalsi","harvesting","10-23","11-08"
"Tigray","Kolatemben","Guya","land preparation","03-09","05-08"
"Tigray","Kolatemben","Guya","planting","05-09","06-20"
"Tigray","Kolatemben","Guya","flowering","08-23","09-08"
"Tigray","Kolatemben","Guya","tasseling/seed filling","09-09","11-07"
"Tigray","Kolatemben","Guya","harvesting","10-09","10-23"
"Tigray","Kolatemben","Guya","land preparation","03-09","04-08"
"Tigray","Kolatemben","Guya","planting","05-09","06-20"
"Tigray","Kolatemben","Guya","flowering","08-23","09-08"
"Tigray","Kolatemben","Guya","tasseling/seed filling","09-09","10-08"
"Tigray","Kolatemben","Guya","harvesting","11-15","11-29"
"Tigray","Kolatemben","Smret","land preparation","02-13","03-23"
"Tigray","Kolatemben","Smret","planting","05-13","06-13"
"Tigray","Kolatemben","Smret","flowering","08-09","09-13"
"Tigray","Kolatemben","Smret","tasseling/seed filling","09-14","09-24"
"Tigray","Kolatemben","Smret","harvesting","10-13","11-08"
"Tigray","Kolatemben","Smret","land preparation","02-13","03-23"
"Tigray","Kolatemben","Smret","planting","05-13","06-13"
"Tigray","Kolatemben","Smret","flowering","08-09","09-13"
"Tigray","Kolatemben","Smret","tasseling/seed filling","09-14","09-24"
"Tigray","Kolatemben","Smret","harvesting","11-24","12-08"
"Amhara","Libo Kemkem","Derita","land preparation","02-01","04-23"
"Amhara","Libo Kemkem","Derita","planting","05-09","05-23"
"Amhara","Libo Kemkem","Derita","flowering","08-07","08-22"
"Amhara","Libo Kemkem","Derita","tasseling/seed filling","09-05","10-11"
"Amhara","Libo Kemkem","Derita","harvesting","10-27","11-10"
"Amhara","Libo Kemkem","Derita","land preparation","02-09","04-08"
"Amhara","Libo Kemkem","Derita","planting","04-09","05-08"
"Amhara","Libo Kemkem","Derita","flowering","08-07","09-05"
"Amhara","Libo Kemkem","Derita","tasseling/seed filling","09-12","09-26"
"Amhara","Libo Kemkem","Derita","harvesting","10-26","11-20"
"Amhara","Libo Kemkem","Libo","land preparation","12-11","05-08"
"Amhara","Libo Kemkem","Libo","planting","05-23","06-16"
"Amhara","Libo Kemkem","Libo","flowering","08-22","09-05"
"Amhara","Libo Kemkem","Libo","tasseling/seed filling","09-12","10-26"
"Amhara","Libo Kemkem","Libo","harvesting","11-11","12-10"
"Amhara","Libo Kemkem","Libo","land preparation","12-11","03-10"
"Amhara","Libo Kemkem","Libo","planting","03-24","05-24"
"Amhara","Libo Kemkem","Libo","flowering","06-08","07-23"
"Amhara","Libo Kemkem","Libo","tasseling/seed filling","08-07","09-05"
"Amhara","Libo Kemkem","Libo","harvesting","08-22","01-10"
"Tigray","Werieleke","Enda-Felasi","land preparation","01-09","06-30"
"Tigray","Werieleke","Enda-Felasi","planting","07-05","07-25"
"Tigray","Werieleke","Enda-Felasi","flowering","08-24","09-10"
"Tigray","Werieleke","Enda-Felasi","tasseling/seed filling","09-12","09-26"
"Tigray","Werieleke","Enda-Felasi","harvesting","10-09","11-11"
"Tigray","Werieleke","Enda-Felasi","land preparation","01-09","05-08"
"Tigray","Werieleke","Enda-Felasi","planting","05-23","06-22"
"Tigray","Werieleke","Enda-Felasi","flowering","08-18","08-26"
"Tigray","Werieleke","Enda-Felasi","tasseling/seed filling","09-06","09-28"
"Tigray","Werieleke","Enda-Felasi","harvesting","10-01","10-21"
"Tigray","Werieleke","Enda-Felasi","land preparation","01-09","03-24"
"Tigray","Werieleke","Enda-Felasi","planting","04-09","01-08"
"Tigray","Werieleke","Enda-Felasi","flowering","08-22","09-12"
"Tigray","Werieleke","Enda-Felasi","tasseling/seed filling","09-16","10-26"
"Tigray","Werieleke","Enda-Felasi","harvesting","11-11","11-25"
"Amhara","Libo Kemkem","Mendere Mariam","land preparation","03-10","06-07"
"Amhara","Libo Kemkem","Mendere Mariam","planting","06-27","07-12"
"Amhara","Libo Kemkem","Mendere Mariam","flowering","09-12","09-27"
"Amhara","Libo Kemkem","Mendere Mariam","tasseling/seed filling","10-12","11-10"
"Amhara","Libo Kemkem","Mendere Mariam","harvesting","11-15","01-09"
"Amhara","Libo Kemkem","Mendere Mariam","land preparation","12-25","05-28"
"Amhara","Libo Kemkem","Mendere Mariam","planting","06-08","06-19"
"Amhara","Libo Kemkem","Mendere Mariam","flowering","08-22","09-27"
"Amhara","Libo Kemkem","Mendere Mariam","tasseling/seed filling","09-27","11-10"
"Amhara","Libo Kemkem","Mendere Mariam","harvesting","11-11","12-11"
"Amhara","Libo Kemkem","Ginaza","land preparation","03-10","07-07"
"Amhara","Libo Kemkem","Ginaza","planting","07-08","07-23"
"Amhara","Libo Kemkem","Ginaza","flowering","09-05","09-27"
"Amhara","Libo Kemkem","Ginaza","tasseling/seed filling","09-28","10-11"
"Amhara","Libo Kemkem","Ginaza","harvesting","11-05","12-10"
"Amhara","Libo Kemkem","Ginaza","land preparation","03-10","05-08"
"Amhara","Libo Kemkem","Ginaza","planting","05-09","06-07"
"Amhara","Libo Kemkem","Ginaza","flowering","08-22","09-05"
"Amhara","Libo Kemkem","Ginaza","tasseling/seed filling","09-12","09-27"
"Amhara","Libo Kemkem","Ginaza","harvesting","10-12","11-10"
"Amhara","Libo Kemkem","Tibaga","land preparation","05-09","06-07"
"Amhara","Libo Kemkem","Tibaga","planting","06-12","06-20"
"Amhara","Libo Kemkem","Tibaga","flowering","08-18","09-05"
"Amhara","Libo Kemkem","Tibaga","tasseling/seed filling","09-12","09-28"
"Amhara","Libo Kemkem","Tibaga","harvesting","10-16","10-26"
"Amhara","Libo Kemkem","Tibaga","land preparation","05-09","06-07"
"Amhara","Libo Kemkem","Tibaga","planting","06-08","07-07"
"Amhara","Libo Kemkem","Tibaga","flowering","09-23","10-11"
"Amhara","Libo Kemkem","Tibaga","tasseling/seed filling","10-12","11-11"
"Amhara","Libo Kemkem","Tibaga","harvesting","11-27","12-10"
"Amhara","Libo Kemkem","Tibaga","land preparation","05-09","06-12"
"Amhara","Libo Kemkem","Tibaga","planting","06-13","07-07"
"Amhara","Libo Kemkem","Tibaga","flowering","09-26","10-11"
"Amhara","Libo Kemkem","Tibaga","tasseling/seed filling","10-12","11-10"
"Amhara","Libo Kemkem","Tibaga","harvesting","11-11","12-10"
"Amhara","Libo Kemkem","Tara Gedam","land preparation","03-10","08-07"
"Amhara","Libo Kemkem","Tara Gedam","planting","07-08","08-07"
"Amhara","Libo Kemkem","Tara Gedam","flowering","08-22","10-11"
"Amhara","Libo Kemkem","Tara Gedam","tasseling/seed filling","10-12","11-10"
"Amhara","Libo Kemkem","Tara Gedam","harvesting","11-15","12-10"
"Amhara","Libo Kemkem","Tara Gedam","land preparation","03-10","05-08"
"Amhara","Libo Kemkem","Tara Gedam","planting","05-15","01-07"
"Amhara","Libo Kemkem","Tara Gedam","flowering","08-07","08-22"
"Amhara","Libo Kemkem","Tara Gedam","tasseling/seed filling","08-27","09-27"
"Amhara","Libo Kemkem","Tara Gedam","harvesting","10-12","11-10"
"Amhara","Libo Kemkem","Tara Gedam","land preparation","03-10","06-07"
"Amhara","Libo Kemkem","Tara Gedam","planting","06-08","06-23"
"Amhara","Libo Kemkem","Tara Gedam","flowering","07-23","08-21"
"Amhara","Libo Kemkem","Tara Gedam","tasseling/seed filling","08-22","09-26"
"Amhara","Libo Kemkem","Tara Gedam","harvesting","10-12","11-10"
"Amhara","Libo Kemkem","Shehoch Tehara","land preparation","03-10","07-05"
"Amhara","Libo Kemkem","Shehoch Tehara","planting","07-08","07-30"
"Amhara","Libo Kemkem","Shehoch Tehara","flowering","09-06","09-27"
"Amhara","Libo Kemkem","Shehoch Tehara","tasseling/seed filling","09-28","10-16"
"Amhara","Libo Kemkem","Shehoch Tehara","harvesting","10-26","11-26"
"Amhara","Libo Kemkem","Shehoch Tehara","land preparation","03-10","05-09"
"Amhara","Libo Kemkem","Shehoch Tehara","planting","05-10","05-18"
"Amhara","Libo Kemkem","Shehoch Tehara","flowering","08-07","08-16"
"Amhara","Libo Kemkem","Shehoch Tehara","tasseling/seed filling","09-12","09-27"
"Amhara","Libo Kemkem","Shehoch Tehara","harvesting","10-12","10-21"
"Amhara","Libo Kemkem","Shehoch Tehara","land preparation","06-08","06-12"
"Amhara","Libo Kemkem","Shehoch Tehara","planting","06-14","06-24"
"Amhara","Libo Kemkem","Shehoch Tehara","flowering","08-07","09-05"
"Amhara","Libo Kemkem","Shehoch Tehara","tasseling/seed filling","09-12","09-27"
"Amhara","Libo Kemkem","Shehoch Tehara","harvesting","10-12","10-18"
"Tigray","Hintalo Wajerat","Metkel","land preparation","05-20","07-24"
"Tigray","Hintalo Wajerat","Metkel","planting","07-30","08-07"
"Tigray","Hintalo Wajerat","Metkel","flowering","09-08","09-18"
"Tigray","Hintalo Wajerat","Metkel","tasseling/seed filling","09-24","10-08"
"Tigray","Hintalo Wajerat","Metkel","harvesting","10-24","11-23"
"Tigray","Hintalo Wajerat","Metkel","land preparation","03-20","06-22"
"Tigray","Hintalo Wajerat","Metkel","planting","07-09","07-15"
"Tigray","Hintalo Wajerat","Metkel","flowering","08-27","09-07"
"Tigray","Hintalo Wajerat","Metkel","tasseling/seed filling","09-03","09-22"
"Tigray","Hintalo Wajerat","Metkel","harvesting","10-08","10-24"
"Tigray","Hintalo Wajerat","Metkel","land preparation","03-20","05-30"
"Tigray","Hintalo Wajerat","Metkel","planting","07-31","07-12"
"Tigray","Hintalo Wajerat","Metkel","flowering","08-23","09-03"
"Tigray","Hintalo Wajerat","Metkel","tasseling/seed filling","09-04","09-23"
"Tigray","Hintalo Wajerat","Metkel","harvesting","10-08","11-07"
"Tigray","Hintalo Wajerat","HagereSelam","land preparation","04-08","07-19"
"Tigray","Hintalo Wajerat","HagereSelam","planting","07-30","08-14"
"Tigray","Hintalo Wajerat","HagereSelam","flowering","09-27","10-22"
"Tigray","Hintalo Wajerat","HagereSelam","tasseling/seed filling","10-23","11-07"
"Tigray","Hintalo Wajerat","HagereSelam","harvesting","11-17","12-15"
"Tigray","Hintalo Wajerat","HagereSelam","land preparation","01-08","07-07"
"Tigray","Hintalo Wajerat","HagereSelam","planting","07-08","07-29"
"Tigray","Hintalo Wajerat","HagereSelam","flowering","08-23","09-23"
"Tigray","Hintalo Wajerat","HagereSelam","tasseling/seed filling","09-27","10-22"
"Tigray","Hintalo Wajerat","HagereSelam","harvesting","10-29","11-14"
"Tigray","Hintalo Wajerat","HagereSelam","land preparation","01-08","06-08"
"Tigray","Hintalo Wajerat","HagereSelam","planting","06-23","07-07"
"Tigray","Hintalo Wajerat","HagereSelam","flowering","08-12","09-08"
"Tigray","Hintalo Wajerat","HagereSelam","tasseling/seed filling","09-09","10-07"
"Tigray","Hintalo Wajerat","HagereSelam","harvesting","10-12","11-07"
"Tigray","Hintalo Wajerat","Fikre-Alem","land preparation","05-08","07-22"
"Tigray","Hintalo Wajerat","Fikre-Alem","planting","07-30","08-21"
"Tigray","Hintalo Wajerat","Fikre-Alem","flowering","09-08","09-27"
"Tigray","Hintalo Wajerat","Fikre-Alem","tasseling/seed filling","10-12","11-07"
"Tigray","Hintalo Wajerat","Fikre-Alem","harvesting","11-08","12-07"
"Tigray","Hintalo Wajerat","Fikre-Alem","land preparation","05-08","06-22"
"Tigray","Hintalo Wajerat","Fikre-Alem","planting","07-05","07-22"
"Tigray","Hintalo Wajerat","Fikre-Alem","flowering","09-15","09-23"
"Tigray","Hintalo Wajerat","Fikre-Alem","tasseling/seed filling","10-08","10-22"
"Tigray","Hintalo Wajerat","Fikre-Alem","harvesting","10-27","11-15"
"Tigray","Hintalo Wajerat","Fikre-Alem","land preparation","03-08","06-07"
"Tigray","Hintalo Wajerat","Fikre-Alem","planting","06-30","07-15"
"Tigray","Hintalo Wajerat","Fikre-Alem","flowering","08-23","09-08"
"Tigray","Hintalo Wajerat","Fikre-Alem","tasseling/seed filling","09-12","09-23"
"Tigray","Hintalo Wajerat","Fikre-Alem","harvesting","10-17","11-07"
"Tigray","Hawzien","Mozutey","land preparation","03-22","06-07"
"Tigray","Hawzien","Mozutey","planting","06-25","07-07"
"Tigray","Hawzien","Mozutey","flowering","08-28","09-08"
"Tigray","Hawzien","Mozutey","tasseling/seed filling","09-08","09-23"
"Tigray","Hawzien","Mozutey","harvesting","10-12","10-23"
"Tigray","Hawzien","Mozutey","land preparation","03-23","06-30"
"Tigray","Hawzien","Mozutey","planting","07-08","07-11"
"Tigray","Hawzien","Mozutey","flowering","08-15","08-22"
"Tigray","Hawzien","Mozutey","tasseling/seed filling","09-02","09-07"
"Tigray","Hawzien","Mozutey","harvesting","09-20","09-25"
"Tigray","Hawzien","Debrebirhan","land preparation","06-08","06-17"
"Tigray","Hawzien","Debrebirhan","planting","07-18","07-25"
"Tigray","Hawzien","Debrebirhan","flowering","09-02","09-23"
"Tigray","Hawzien","Debrebirhan","tasseling/seed filling","09-25","10-07"
"Tigray","Hawzien","Debrebirhan","harvesting","10-23","11-23"
"Tigray","Hawzien","Debrebirhan","land preparation","03-08","06-17"
"Tigray","Hawzien","Debrebirhan","planting","06-24","07-20"
"Tigray","Hawzien","Debrebirhan","flowering","08-23","10-12"
"Tigray","Hawzien","Debrebirhan","tasseling/seed filling","09-23","10-12"
"Tigray","Hawzien","Debrebirhan","harvesting","10-15","10-22"
"Tigray","Hawzien","Debrebirhan","land preparation","03-08","04-27"
"Tigray","Hawzien","Debrebirhan","planting","04-29","06-05"
"Tigray","Hawzien","Debrebirhan","flowering","08-23","09-04"
"Tigray","Hawzien","Debrebirhan","tasseling/seed filling","09-08","09-07"
"Tigray","Hawzien","Debrebirhan","harvesting","10-17","11-22"
"Tigray","Hawzien","Selam","land preparation","03-22","06-22"
